-85,-91,-73
-85,-90,-73
-88,-87,-75
-86,-88,-75
-86,-89,-71
-86,-91,-72
-86,-88,-72
-87,-89,-71
-88,-89,-75
-85,-86,-72
-85,-87,-75
-86,-86,-70
-85,-86,-71
-84,-89,-69
-84,-88,-70
-88,-85,-71
-86,-89,-73
-85,-89,-71
-85,-85,-74
-88,-84,-72
-84,-85,-73
-90,-85,-67
-86,-87,-67
-86,-86,-73
-85,-85,-75
-87,-88,-74
-85,-85,-74
-85,-84,-74
-86,-86,-74
-85,-86,-71
-85,-87,-74
-85,-84,-70
-84,-87,-70
-82,-87,-70
-83,-86,-73
-85,-88,-72
-83,-88,-71
-85,-89,-73
-84,-87,-74
-84,-86,-70
-86,-85,-74
-85,-84,-76
-84,-84,-73
-86,-84,-74
-83,-84,-76
-84,-85,-77
-83,-84,-78
-85,-85,-77
-84,-86,-74
-85,-88,-75
-85,-84,-74
-85,-84,-70
-83,-87,-71
-85,-87,-71
-83,-84,-76
-83,-85,-72
-85,-84,-70
-83,-84,-75
-82,-84,-74
-85,-85,-72
-83,-84,-76
-85,-85,-71
-83,-88,-72
-85,-86,-72
-83,-86,-76
-64,-87,-69
-84,-91,-72
-84,-85,-70
-84,-89,-68
-85,-90,-73
-88,-87,-72
-86,-86,-72
-85,-84,-72
-87,-88,-75
-86,-86,-74
-85,-88,-71
-87,-86,-72
-86,-90,-71
-86,-87,-72
-86,-87,-70
-85,-89,-69
