-80,-83,-70,-79,-91,-76,-73,-86,-78,-85,-87,-74,-72,-76,-75,-72,-88,-74,-84,-70,-82,-80,-85,-87,-61,-85,-82
-80,-85,-70,-79,-90,-76,-83,-84,-78,-82,-87,-81,-72,-77,-71,-71,-85,-79,-82,-70,-81,-77,-84,-80,-60,-88,-88
-80,-83,-70,-80,-91,-78,-79,-88,-74,-84,-86,-79,-71,-75,-71,-69,-88,-77,-83,-70,-91,-77,-84,-79,-60,-93,-85
-80,-82,-69,-79,-86,-76,-72,-87,-74,-84,-88,-80,-71,-75,-75,-71,-85,-77,-83,-72,-81,-77,-83,-86,-75,-90,-81
-85,-84,-69,-79,-88,-76,-76,-82,-79,-85,-87,-82,-71,-75,-75,-70,-87,-80,-83,-70,-81,-77,-83,-85,-68,-89,-86
-84,-82,-66,-80,-88,-75,-76,-82,-80,-85,-88,-80,-71,-76,-71,-70,-87,-75,-83,-70,-82,-78,-84,-80,-77,-91,-84
-87,-82,-65,-79,-86,-76,-76,-84,-75,-84,-87,-75,-71,-75,-74,-69,-85,-75,-83,-70,-81,-77,-85,-85,-61,-82,-81
-86,-83,-72,-80,-87,-74,-68,-81,-77,-83,-87,-75,-71,-76,-75,-69,-92,-78,-82,-71,-91,-79,-88,-85,-60,-89,-79
-86,-85,-70,-80,-90,-74,-67,-84,-77,-83,-86,-80,-71,-75,-74,-69,-85,-74,-84,-71,-81,-78,-83,-84,-58,-87,-81
-87,-64,-50,-80,-89,-75,-67,-86,-84,-84,-91,-79,-71,-75,-71,-67,-84,-75,-83,-72,-83,-78,-84,-84,-58,-87,-81
-85,-88,-67,-80,-88,-75,-67,-88,-86,-84,-91,-81,-71,-75,-74,-70,-83,-74,-83,-73,-87,-77,-84,-80,-59,-87,-83
-87,-85,-70,-79,-88,-78,-68,-85,-85,-82,-83,-80,-70,-75,-75,-79,-87,-78,-82,-70,-87,-79,-80,-81,-60,-86,-80
-85,-86,-63,-81,-88,-75,-66,-83,-79,-85,-84,-80,-71,-74,-71,-79,-86,-74,-83,-74,-88,-78,-89,-80,-66,-85,-88
-85,-82,-69,-81,-85,-78,-66,-83,-79,-83,-85,-82,-70,-74,-80,-62,-85,-73,-84,-75,-79,-79,-88,-84,-64,-87,-81
-85,-85,-70,-80,-86,-78,-68,-82,-76,-82,-84,-75,-70,-75,-81,-65,-86,-82,-83,-75,-79,-77,-88,-80,-63,-87,-82
-86,-84,-70,-80,-88,-76,-67,-80,-75,-83,-86,-82,-70,-75,-79,-69,-83,-83,-83,-75,-78,-76,-83,-84,-63,-88,-86
-86,-80,-71,-80,-86,-78,-67,-84,-74,-85,-84,-80,-71,-74,-84,-70,-88,-79,-84,-75,-88,-76,-83,-84,-63,-88,-84
-82,-78,-77,-80,-88,-74,-67,-81,-76,-85,-88,-80,-71,-74,-78,-61,-85,-83,-84,-74,-90,-79,-84,-80,-66,-90,-87
-85,-78,-69,-81,-87,-79,-67,-81,-77,-82,-88,-84,-70,-74,-76,-77,-83,-84,-85,-74,-85,-77,-83,-85,-63,-87,-87
-89,-88,-73,-80,-89,-78,-66,-81,-76,-84,-89,-83,-71,-74,-81,-65,-81,-78,-83,-75,-80,-77,-85,-85,-61,-85,-80
-86,-89,-68,-79,-87,-76,-67,-84,-75,-85,-90,-83,-72,-78,-83,-69,-84,-79,-83,-73,-80,-77,-85,-85,-62,-94,-85
-86,-89,-69,-79,-89,-76,-67,-83,-78,-85,-89,-76,-71,-78,-81,-74,-86,-79,-83,-76,-79,-79,-84,-83,-64,-87,-89
-87,-88,-72,-79,-90,-76,-67,-82,-77,-83,-89,-81,-70,-73,-73,-68,-85,-76,-83,-74,-79,-78,-85,-85,-62,-87,-86
-87,-85,-78,-78,-88,-76,-69,-86,-82,-84,-88,-83,-70,-77,-74,-65,-84,-77,-84,-76,-88,-75,-84,-86,-60,-81,-86
-86,-86,-74,-79,-89,-78,-72,-85,-74,-83,-91,-84,-71,-75,-77,-66,-85,-83,-84,-73,-84,-77,-84,-84,-69,-87,-80
-83,-85,-71,-80,-88,-77,-67,-83,-76,-82,-88,-82,-72,-78,-82,-68,-87,-79,-84,-76,-84,-76,-84,-80,-61,-81,-86
-83,-85,-71,-81,-89,-76,-70,-89,-75,-86,-90,-76,-71,-57,-84,-67,-83,-85,-84,-76,-86,-77,-83,-79,-61,-79,-84
-83,-90,-72,-81,-86,-75,-77,-82,-77,-82,-90,-83,-50,-78,-79,-72,-86,-88,-82,-76,-89,-75,-84,-85,-67,-87,-87
-83,-85,-76,-80,-86,-76,-75,-85,-76,-83,-89,-83,-70,-76,-80,-69,-90,-80,-81,-75,-80,-76,-83,-79,-82,-83,-78
-84,-85,-71,-80,-88,-74,-72,-82,-81,-85,-88,-81,-69,-76,-81,-68,-89,-83,-83,-75,-92,-76,-84,-86,-78,-83,-82
-84,-84,-76,-80,-87,-75,-73,-85,-72,-84,-87,-80,-71,-77,-76,-81,-87,-76,-83,-74,-84,-76,-85,-79,-64,-85,-80
-84,-88,-74,-80,-89,-75,-75,-84,-76,-84,-91,-84,-70,-77,-81,-68,-85,-78,-83,-75,-78,-77,-88,-87,-65,-85,-84
-85,-86,-72,-81,-89,-75,-73,-82,-76,-85,-90,-81,-71,-74,-74,-70,-83,-79,-83,-74,-87,-77,-86,-85,-65,-82,-87
-84,-90,-75,-80,-87,-78,-69,-83,-75,-84,-87,-75,-70,-76,-80,-69,-85,-78,-85,-74,-80,-76,-88,-87,-74,-81,-83
-85,-86,-75,-80,-89,-78,-68,-84,-76,-84,-91,-82,-70,-76,-79,-70,-86,-78,-81,-73,-84,-75,-85,-85,-66,-78,-82
-87,-89,-75,-81,-90,-76,-70,-83,-73,-85,-90,-76,-70,-78,-81,-70,-83,-76,-82,-75,-90,-76,-87,-79,-58,-83,-86
-84,-85,-72,-79,-89,-79,-70,-85,-79,-84,-90,-76,-70,-77,-82,-67,-79,-82,-83,-74,-85,-78,-86,-80,-63,-82,-81
-86,-86,-75,-79,-89,-78,-73,-87,-75,-84,-91,-77,-69,-75,-75,-74,-88,-78,-84,-76,-87,-80,-84,-84,-71,-84,-79
-85,-87,-73,-79,-86,-78,-72,-86,-76,-84,-90,-80,-70,-75,-80,-68,-77,-82,-84,-73,-79,-80,-86,-78,-62,-83,-75
-87,-86,-76,-81,-89,-76,-72,-84,-76,-83,-91,-81,-70,-76,-80,-67,-85,-73,-81,-74,-84,-80,-82,-84,-62,-86,-80
-88,-87,-74,-78,-90,-75,-68,-82,-85,-83,-88,-81,-70,-75,-81,-74,-89,-80,-84,-74,-89,-79,-83,-80,-66,-85,-80
-84,-87,-74,-79,-87,-76,-73,-84,-73,-83,-88,-81,-69,-76,-81,-73,-85,-77,-83,-74,-89,-77,-84,-86,-64,-84,-77
-84,-87,-72,-79,-87,-78,-73,-84,-75,-86,-87,-75,-70,-79,-76,-66,-86,-75,-85,-75,-89,-77,-83,-79,-63,-84,-80
-88,-89,-72,-78,-89,-77,-66,-90,-74,-84,-87,-75,-70,-77,-75,-69,-87,-79,-84,-75,-79,-77,-87,-85,-62,-85,-77
-87,-89,-72,-80,-90,-78,-69,-82,-75,-82,-86,-74,-69,-78,-81,-66,-87,-79,-84,-74,-83,-79,-84,-85,-62,-84,-81
-88,-88,-71,-79,-87,-78,-73,-84,-83,-83,-88,-83,-70,-77,-81,-66,-86,-74,-84,-73,-86,-77,-84,-80,-62,-87,-81
-86,-90,-72,-78,-87,-78,-74,-85,-76,-84,-86,-74,-70,-76,-80,-65,-85,-76,-85,-74,-89,-79,-89,-85,-62,-85,-80
-86,-87,-74,-80,-89,-75,-75,-85,-79,-82,-86,-75,-70,-77,-76,-67,-89,-83,-82,-74,-90,-77,-84,-79,-63,-82,-79
-87,-90,-72,-80,-89,-75,-68,-84,-76,-84,-89,-74,-70,-77,-76,-68,-84,-77,-84,-76,-85,-83,-85,-87,-78,-88,-75
-84,-89,-74,-81,-86,-76,-74,-83,-75,-85,-89,-80,-71,-77,-79,-77,-85,-83,-84,-74,-86,-77,-85,-85,-70,-84,-78
-87,-89,-71,-81,-87,-77,-74,-85,-76,-84,-87,-82,-70,-78,-82,-69,-86,-78,-81,-74,-85,-77,-84,-86,-61,-80,-81
-87,-91,-72,-80,-90,-79,-75,-87,-74,-84,-90,-81,-71,-76,-80,-66,-80,-91,-85,-74,-86,-79,-84,-80,-62,-81,-84
-87,-86,-74,-79,-88,-77,-74,-86,-74,-84,-89,-81,-70,-75,-81,-66,-87,-85,-83,-73,-78,-79,-82,-84,-62,-84,-86
-88,-86,-71,-79,-89,-77,-74,-86,-74,-85,-91,-82,-71,-75,-78,-61,-84,-82,-83,-74,-83,-77,-83,-87,-61,-84,-79
-86,-90,-71,-80,-87,-75,-73,-86,-79,-85,-91,-77,-70,-74,-74,-68,-87,-81,-84,-74,-83,-77,-83,-84,-65,-82,-77
-86,-86,-72,-79,-87,-76,-75,-86,-80,-82,-87,-81,-70,-75,-74,-82,-81,-75,-62,-76,-89,-79,-84,-80,-69,-85,-80
-84,-86,-74,-80,-88,-77,-72,-89,-74,-86,-90,-76,-70,-75,-79,-81,-92,-72,-81,-74,-80,-79,-83,-79,-65,-78,-78
-87,-85,-71,-80,-87,-79,-72,-90,-80,-84,-88,-81,-70,-74,-72,-61,-84,-76,-81,-74,-89,-78,-83,-85,-63,-78,-86
-84,-86,-74,-79,-90,-77,-72,-87,-79,-82,-86,-80,-70,-76,-80,-70,-84,-85,-82,-73,-78,-77,-82,-86,-72,-90,-85
-87,-87,-74,-80,-87,-79,-73,-85,-77,-83,-89,-82,-71,-76,-79,-69,-82,-80,-84,-74,-79,-79,-83,-85,-72,-81,-83
-84,-86,-74,-79,-90,-79,-72,-83,-75,-86,-87,-79,-71,-56,-79,-72,-88,-75,-85,-76,-85,-77,-83,-85,-68,-90,-75
-86,-86,-74,-80,-90,-75,-73,-87,-74,-82,-87,-79,-71,-74,-76,-73,-90,-77,-85,-76,-85,-77,-84,-86,-64,-83,-83
-87,-87,-74,-80,-88,-76,-75,-91,-74,-82,-90,-76,-70,-76,-79,-64,-81,-86,-84,-73,-87,-77,-83,-83,-67,-79,-83
-85,-87,-71,-80,-88,-77,-75,-82,-75,-84,-88,-77,-70,-74,-78,-61,-84,-79,-84,-73,-84,-79,-83,-86,-64,-80,-90
-85,-86,-71,-79,-90,-75,-67,-85,-74,-82,-87,-83,-70,-76,-73,-67,-84,-87,-84,-74,-84,-77,-84,-80,-65,-89,-84
-85,-86,-71,-79,-90,-77,-72,-88,-80,-84,-88,-76,-71,-74,-80,-66,-79,-76,-83,-77,-87,-77,-82,-87,-73,-81,-80
-87,-89,-73,-79,-90,-76,-75,-88,-72,-86,-89,-80,-71,-74,-80,-72,-80,-80,-83,-74,-79,-78,-83,-80,-83,-82,-79
-86,-86,-74,-80,-87,-75,-76,-85,-77,-82,-89,-83,-70,-74,-81,-72,-83,-83,-84,-76,-88,-77,-83,-79,-67,-81,-79
-85,-87,-71,-80,-90,-77,-72,-82,-80,-82,-89,-82,-70,-76,-79,-74,-88,-82,-85,-76,-78,-77,-83,-80,-79,-82,-81
-86,-85,-74,-79,-90,-79,-73,-86,-76,-82,-88,-82,-71,-75,-78,-68,-89,-81,-83,-74,-85,-79,-83,-80,-78,-78,-78
-85,-86,-72,-79,-90,-75,-77,-88,-75,-86,-87,-75,-70,-77,-74,-69,-84,-80,-83,-72,-85,-77,-86,-79,-76,-78,-77
-84,-86,-71,-79,-86,-76,-73,-84,-76,-84,-87,-80,-70,-75,-75,-70,-89,-76,-82,-73,-86,-77,-83,-85,-81,-80,-81
-84,-87,-75,-79,-87,-76,-70,-84,-85,-85,-90,-81,-70,-75,-75,-69,-86,-79,-83,-73,-85,-79,-83,-80,-86,-83,-81
-86,-87,-72,-80,-90,-79,-71,-87,-73,-85,-86,-80,-71,-75,-80,-69,-92,-74,-83,-75,-86,-77,-87,-85,-83,-80,-78
-83,-85,-74,-79,-88,-76,-69,-85,-83,-84,-86,-82,-71,-75,-80,-73,-85,-79,-82,-72,-88,-79,-82,-86,-82,-81,-85
-83,-91,-72,-79,-91,-77,-73,-89,-76,-82,-90,-80,-70,-75,-81,-71,-81,-78,-83,-72,-79,-78,-83,-87,-86,-92,-83
-83,-87,-76,-79,-90,-77,-79,-84,-72,-85,-90,-81,-70,-75,-80,-78,-81,-75,-84,-73,-79,-78,-84,-85,-77,-81,-84
-87,-82,-64,-79,-89,-77,-79,-89,-77,-84,-90,-82,-70,-75,-80,-78,-83,-81,-84,-73,-79,-77,-84,-79,-75,-79,-78
-86,-85,-60,-80,-90,-79,-70,-88,-87,-85,-89,-84,-70,-77,-75,-68,-88,-81,-85,-75,-87,-77,-84,-87,-70,-80,-78
-85,-85,-61,-79,-87,-79,-70,-82,-71,-85,-88,-77,-70,-76,-81,-70,-86,-88,-82,-74,-84,-77,-87,-84,-67,-84,-82
-88,-87,-68,-80,-90,-75,-73,-82,-79,-85,-90,-80,-70,-76,-79,-64,-82,-81,-84,-73,-79,-76,-82,-88,-67,-82,-77
-86,-86,-77,-80,-90,-74,-68,-85,-81,-85,-91,-77,-71,-75,-79,-63,-89,-78,-85,-77,-79,-79,-82,-86,-70,-84,-81
-84,-85,-77,-80,-90,-73,-69,-85,-87,-85,-87,-75,-71,-78,-79,-81,-86,-77,-83,-73,-79,-79,-83,-86,-77,-85,-75
-84,-87,-73,-82,-91,-74,-68,-83,-76,-83,-88,-81,-70,-76,-79,-80,-84,-79,-85,-73,-79,-78,-84,-80,-66,-81,-87
-85,-86,-69,-79,-87,-75,-69,-82,-81,-86,-88,-83,-71,-78,-79,-63,-80,-86,-81,-73,-79,-77,-86,-80,-80,-82,-78
-85,-85,-72,-79,-86,-75,-67,-83,-76,-82,-88,-75,-71,-76,-75,-66,-82,-78,-84,-74,-93,-77,-85,-84,-71,-83,-82
-83,-85,-74,-80,-88,-73,-68,-82,-82,-82,-90,-76,-71,-76,-80,-79,-83,-78,-86,-73,-85,-78,-86,-80,-69,-84,-82
-84,-87,-72,-80,-92,-75,-68,-83,-76,-83,-89,-80,-70,-76,-81,-62,-83,-84,-84,-74,-78,-79,-88,-84,-68,-87,-81
-86,-88,-70,-79,-89,-77,-67,-82,-76,-83,-86,-82,-71,-76,-76,-66,-83,-87,-84,-76,-86,-79,-84,-84,-70,-84,-82
-84,-89,-74,-79,-87,-77,-68,-83,-78,-82,-90,-81,-71,-76,-79,-68,-89,-83,-83,-75,-79,-77,-84,-85,-72,-86,-82
-86,-87,-71,-80,-86,-74,-67,-82,-78,-86,-88,-83,-71,-76,-81,-68,-90,-83,-83,-75,-78,-78,-84,-86,-75,-86,-74
-83,-91,-70,-79,-87,-73,-67,-82,-78,-83,-88,-77,-70,-78,-80,-69,-85,-76,-84,-74,-78,-78,-85,-84,-68,-81,-86
-84,-87,-71,-80,-88,-74,-67,-82,-79,-85,-87,-82,-71,-78,-81,-68,-86,-76,-84,-75,-93,-76,-84,-84,-70,-88,-79
-84,-85,-73,-80,-89,-74,-68,-81,-74,-85,-87,-77,-71,-79,-80,-71,-83,-79,-84,-73,-84,-78,-83,-83,-65,-83,-75
-87,-86,-72,-80,-89,-78,-75,-82,-82,-85,-67,-82,-71,-78,-80,-68,-86,-78,-82,-74,-87,-78,-89,-80,-60,-85,-83
-86,-85,-73,-79,-87,-74,-86,-85,-76,-84,-87,-82,-71,-78,-80,-69,-87,-79,-81,-74,-78,-78,-85,-83,-74,-85,-82
-86,-85,-72,-79,-88,-78,-72,-87,-79,-84,-88,-77,-71,-77,-80,-68,-91,-78,-83,-73,-86,-77,-84,-86,-66,-83,-82
-85,-85,-71,-79,-87,-75,-72,-85,-81,-84,-88,-76,-71,-76,-76,-62,-82,-78,-82,-74,-86,-78,-84,-85,-65,-87,-78
-83,-87,-72,-81,-87,-77,-78,-82,-71,-86,-86,-81,-70,-79,-81,-62,-85,-85,-83,-76,-86,-76,-85,-79,-65,-80,-83
-86,-91,-72,-79,-85,-78,-73,-81,-76,-83,-88,-82,-71,-76,-81,-66,-86,-87,-82,-74,-93,-77,-83,-85,-70,-84,-85
-85,-86,-76,-79,-86,-77,-74,-88,-72,-84,-89,-82,-71,-75,-80,-62,-81,-79,-84,-75,-87,-77,-84,-83,-70,-83,-77
-85,-88,-73,-80,-87,-74,-73,-82,-72,-84,-91,-76,-70,-76,-81,-61,-80,-81,-85,-74,-79,-77,-85,-81,-80,-83,-77
-85,-91,-73,-80,-87,-74,-84,-83,-71,-85,-89,-76,-71,-80,-76,-61,-81,-80,-85,-72,-89,-78,-83,-80,-64,-78,-84
-85,-90,-73,-80,-88,-75,-69,-84,-89,-86,-87,-76,-71,-79,-81,-64,-82,-85,-82,-73,-91,-77,-83,-80,-75,-84,-77
-88,-87,-75,-80,-86,-78,-70,-82,-79,-85,-88,-77,-71,-79,-75,-65,-86,-88,-83,-75,-87,-78,-84,-84,-75,-80,-78
-86,-88,-75,-79,-87,-74,-82,-86,-80,-85,-88,-76,-71,-77,-80,-83,-88,-78,-84,-72,-90,-79,-87,-85,-76,-80,-81
-86,-89,-71,-80,-87,-74,-85,-90,-71,-85,-88,-75,-71,-79,-81,-85,-82,-76,-85,-75,-85,-77,-84,-79,-79,-79,-82
-86,-91,-72,-79,-88,-73,-79,-87,-81,-86,-89,-82,-71,-77,-81,-70,-86,-76,-85,-74,-80,-79,-86,-84,-75,-81,-83
-86,-88,-72,-79,-88,-74,-69,-89,-75,-84,-89,-80,-71,-76,-82,-64,-81,-83,-84,-73,-84,-79,-84,-83,-64,-86,-78
-87,-89,-71,-79,-86,-73,-74,-84,-84,-84,-90,-77,-71,-79,-82,-60,-83,-83,-84,-75,-78,-77,-84,-84,-67,-80,-83
-88,-89,-75,-79,-86,-75,-77,-86,-78,-84,-88,-82,-71,-80,-83,-65,-81,-80,-83,-73,-79,-77,-84,-85,-66,-81,-82
-85,-86,-72,-79,-86,-75,-68,-85,-86,-86,-87,-84,-71,-80,-82,-69,-88,-79,-85,-74,-79,-76,-85,-85,-62,-82,-78
-85,-87,-75,-80,-88,-74,-72,-86,-73,-86,-90,-80,-71,-77,-76,-68,-86,-79,-85,-74,-79,-76,-86,-85,-62,-83,-79
-86,-86,-70,-80,-89,-75,-79,-86,-73,-82,-88,-80,-71,-80,-82,-88,-87,-76,-84,-72,-79,-76,-85,-81,-62,-84,-78
-85,-86,-71,-79,-87,-77,-74,-82,-72,-83,-89,-80,-71,-80,-83,-63,-84,-83,-85,-73,-86,-76,-85,-81,-62,-80,-80
-84,-89,-69,-79,-87,-75,-73,-85,-73,-83,-90,-75,-71,-57,-83,-62,-81,-81,-83,-73,-79,-76,-85,-80,-65,-87,-76
-84,-88,-70,-79,-86,-77,-73,-85,-75,-82,-88,-83,-70,-77,-72,-62,-82,-80,-84,-73,-79,-76,-86,-80,-66,-80,-79
-88,-85,-71,-80,-88,-77,-74,-90,-78,-82,-87,-80,-71,-75,-77,-61,-80,-76,-82,-74,-86,-76,-86,-85,-61,-84,-75
-86,-89,-73,-79,-87,-74,-73,-87,-72,-82,-90,-82,-71,-74,-74,-66,-87,-86,-84,-73,-88,-77,-85,-85,-62,-89,-76
-85,-89,-71,-79,-87,-75,-74,-83,-72,-82,-89,-83,-70,-75,-74,-65,-86,-77,-83,-75,-90,-77,-85,-84,-62,-88,-79
-85,-85,-74,-80,-87,-77,-74,-85,-76,-85,-89,-76,-70,-76,-73,-64,-88,-85,-84,-75,-86,-76,-84,-83,-63,-83,-75
-88,-84,-72,-80,-87,-77,-68,-83,-73,-83,-88,-80,-71,-76,-82,-63,-82,-79,-83,-74,-86,-76,-85,-86,-78,-86,-85
-84,-85,-73,-79,-87,-75,-69,-87,-78,-85,-90,-83,-71,-78,-85,-66,-81,-88,-84,-73,-91,-76,-87,-81,-74,-84,-87
-90,-85,-67,-79,-87,-74,-75,-83,-70,-85,-89,-76,-70,-78,-74,-63,-83,-82,-83,-73,-91,-76,-84,-81,-70,-87,-75
-86,-87,-67,-80,-86,-77,-78,-83,-75,-82,-87,-75,-70,-75,-80,-61,-86,-79,-83,-74,-91,-77,-84,-81,-68,-85,-80
-86,-86,-73,-79,-86,-76,-71,-85,-77,-85,-89,-76,-70,-77,-80,-65,-82,-82,-86,-75,-79,-78,-85,-81,-65,-83,-79
-85,-85,-75,-80,-86,-80,-72,-84,-82,-82,-89,-81,-70,-79,-78,-81,-82,-74,-82,-74,-85,-77,-85,-85,-83,-81,-80
-87,-88,-74,-80,-87,-72,-83,-88,-77,-86,-87,-79,-71,-78,-83,-83,-82,-82,-83,-73,-84,-75,-85,-85,-77,-89,-86
-85,-85,-74,-79,-85,-77,-67,-84,-76,-85,-85,-83,-71,-75,-77,-81,-83,-72,-83,-73,-79,-75,-85,-86,-76,-86,-85
-85,-84,-74,-80,-91,-77,-81,-86,-75,-84,-91,-81,-71,-79,-84,-71,-85,-75,-81,-75,-79,-78,-85,-87,-81,-78,-84
-86,-86,-74,-79,-88,-78,-69,-86,-83,-85,-87,-82,-71,-76,-84,-74,-80,-79,-83,-73,-86,-78,-83,-86,-77,-78,-84
-85,-86,-71,-79,-86,-76,-72,-84,-75,-82,-88,-76,-71,-79,-82,-65,-87,-84,-82,-76,-80,-77,-84,-84,-84,-79,-83
-85,-87,-74,-79,-86,-75,-72,-84,-76,-84,-88,-81,-71,-76,-82,-65,-84,-77,-83,-75,-80,-77,-83,-86,-74,-85,-76
-85,-84,-70,-80,-88,-75,-72,-83,-78,-87,-87,-82,-71,-79,-82,-67,-87,-80,-81,-74,-91,-77,-85,-79,-84,-89,-75
-84,-87,-70,-79,-89,-75,-71,-84,-81,-84,-88,-80,-71,-77,-77,-71,-81,-73,-83,-75,-79,-78,-90,-84,-84,-83,-78
-82,-87,-70,-79,-85,-77,-74,-86,-77,-85,-87,-80,-71,-78,-83,-61,-81,-83,-83,-73,-89,-77,-88,-86,-67,-77,-86
-83,-86,-73,-79,-86,-73,-74,-90,-77,-86,-89,-82,-70,-80,-84,-66,-83,-77,-83,-74,-86,-77,-89,-85,-76,-78,-78
-85,-88,-72,-80,-88,-77,-72,-83,-79,-82,-89,-84,-70,-79,-83,-64,-84,-78,-85,-73,-78,-77,-84,-83,-77,-89,-85
-83,-88,-71,-78,-87,-74,-72,-83,-73,-82,-88,-76,-70,-77,-77,-65,-85,-78,-85,-73,-79,-77,-83,-79,-74,-85,-82
-85,-89,-73,-79,-87,-78,-69,-82,-81,-83,-87,-82,-70,-77,-82,-66,-82,-74,-85,-73,-85,-76,-85,-86,-81,-79,-88
-84,-87,-74,-79,-87,-76,-71,-83,-76,-83,-88,-80,-70,-79,-77,-65,-83,-74,-85,-76,-84,-77,-85,-86,-76,-79,-89
-84,-86,-70,-80,-88,-74,-69,-82,-74,-84,-88,-76,-71,-77,-83,-67,-83,-76,-81,-73,-84,-76,-88,-83,-74,-80,-90
-86,-85,-74,-80,-89,-74,-69,-86,-75,-83,-89,-75,-70,-76,-82,-66,-83,-78,-84,-73,-79,-79,-86,-84,-74,-80,-80
-85,-84,-76,-80,-87,-74,-69,-85,-80,-81,-86,-80,-71,-76,-83,-69,-89,-82,-82,-74,-87,-79,-84,-86,-73,-79,-84
-84,-84,-73,-80,-88,-76,-68,-85,-81,-84,-89,-83,-71,-76,-84,-75,-86,-75,-84,-73,-86,-78,-84,-86,-72,-81,-85
-86,-84,-74,-80,-88,-74,-75,-82,-75,-85,-87,-77,-70,-76,-82,-83,-84,-72,-83,-74,-86,-76,-85,-79,-72,-81,-88
-83,-84,-76,-79,-89,-74,-72,-85,-76,-85,-88,-82,-71,-75,-80,-74,-84,-81,-85,-76,-89,-76,-85,-79,-71,-84,-85
-84,-85,-77,-79,-87,-75,-71,-82,-77,-85,-86,-74,-71,-78,-76,-62,-83,-78,-81,-73,-89,-77,-83,-84,-85,-84,-77
-83,-84,-78,-80,-88,-75,-78,-83,-74,-86,-87,-82,-70,-78,-76,-66,-84,-85,-85,-76,-88,-79,-83,-84,-79,-86,-85
-85,-85,-77,-80,-86,-74,-79,-82,-75,-82,-86,-80,-71,-76,-77,-69,-85,-77,-84,-74,-78,-76,-84,-80,-71,-88,-76
-84,-86,-74,-79,-89,-74,-74,-83,-81,-85,-68,-83,-71,-79,-76,-71,-84,-79,-85,-77,-88,-77,-84,-83,-69,-88,-84
-85,-88,-75,-79,-87,-75,-74,-83,-70,-83,-87,-81,-71,-76,-76,-72,-84,-78,-81,-77,-88,-77,-83,-80,-71,-88,-77
-85,-84,-74,-79,-86,-77,-76,-88,-81,-82,-87,-80,-71,-76,-83,-71,-84,-78,-81,-73,-80,-76,-87,-79,-69,-88,-80
-85,-84,-70,-79,-87,-75,-66,-85,-77,-85,-89,-75,-71,-76,-76,-72,-84,-77,-84,-75,-87,-77,-83,-80,-68,-80,-73
