-86,-89,-65,1
-90,-86,-65,1
-84,-85,-65,1
-85,-90,-65,1
-90,-85,-65,1
-85,-87,-66,1
-89,-89,-66,1
-88,-85,-78,1
-77,-82,-64,1
-78,-82,-71,1
-80,-75,-70,1
-79,-80,-74,1
-77,-78,-86,1
-82,-78,-83,1
-78,-77,-85,1
-60,-81,-73,1
-81,-82,-70,1
-79,-83,-70,1
-80,-83,-70,1
-80,-85,-70,1
-80,-83,-70,1
-80,-82,-69,1
-85,-84,-69,1
-84,-82,-66,1
-87,-82,-65,1
-86,-83,-72,1
-86,-85,-70,1
-87,-64,-50,1
-85,-88,-67,1
-87,-85,-70,1
-85,-86,-63,1
-85,-82,-69,1
-85,-85,-70,1
-86,-84,-70,1
-86,-80,-71,1
-82,-78,-77,1
-85,-78,-69,1
-89,-88,-73,1
-86,-89,-68,1
-86,-89,-69,1
-87,-88,-72,1
-87,-85,-78,1
-86,-86,-74,1
-83,-85,-71,1
-83,-85,-71,1
-83,-90,-72,1
-83,-85,-76,1
-84,-85,-71,1
-84,-84,-76,1
-84,-88,-74,1
-85,-86,-72,1
-84,-90,-75,1
-85,-86,-75,1
-87,-89,-75,1
-84,-85,-72,1
-86,-86,-75,1
-85,-87,-73,1
-87,-86,-76,1
-88,-87,-74,1
-84,-87,-74,1
-84,-87,-72,1
-88,-89,-72,1
-87,-89,-72,1
-88,-88,-71,1
-86,-90,-72,1
-86,-87,-74,1
-87,-90,-72,1
-84,-89,-74,1
-87,-89,-71,1
-87,-91,-72,1
-87,-86,-74,1
-88,-86,-71,1
-86,-90,-71,1
-86,-86,-72,1
-84,-86,-74,1
-87,-85,-71,1
-84,-86,-74,1
-87,-87,-74,1
-84,-86,-74,1
-86,-86,-74,1
-87,-87,-74,1
-85,-87,-71,1
-85,-86,-71,1
-85,-86,-71,1
-87,-89,-73,1
-86,-86,-74,1
-85,-87,-71,1
-86,-85,-74,1
-85,-86,-72,1
-84,-86,-71,1
-84,-87,-75,1
-86,-87,-72,1
-83,-85,-74,1
-83,-91,-72,1
-83,-87,-76,1
-87,-82,-64,1
-86,-85,-60,1
-85,-85,-61,1
-88,-87,-68,1
-86,-86,-77,1
-84,-85,-77,1
-84,-87,-73,1
-85,-86,-69,1
-85,-85,-72,1
-83,-85,-74,1
-84,-87,-72,1
-86,-88,-70,1
-84,-89,-74,1
-86,-87,-71,1
-83,-91,-70,1
-84,-87,-71,1
-84,-85,-73,1
-87,-86,-72,1
-86,-85,-73,1
-86,-85,-72,1
-85,-85,-71,1
-83,-87,-72,1
-86,-91,-72,1
-85,-86,-76,1
-85,-88,-73,1
-85,-91,-73,1
-85,-90,-73,1
-88,-87,-75,1
-86,-88,-75,1
-86,-89,-71,1
-86,-91,-72,1
-86,-88,-72,1
-87,-89,-71,1
-88,-89,-75,1
-85,-86,-72,1
-85,-87,-75,1
-86,-86,-70,1
-85,-86,-71,1
-84,-89,-69,1
-84,-88,-70,1
-88,-85,-71,1
-86,-89,-73,1
-85,-89,-71,1
-85,-85,-74,1
-88,-84,-72,1
-84,-85,-73,1
-90,-85,-67,1
-86,-87,-67,1
-86,-86,-73,1
-85,-85,-75,1
-87,-88,-74,1
-85,-85,-74,1
-85,-84,-74,1
-86,-86,-74,1
-85,-86,-71,1
-85,-87,-74,1
-85,-84,-70,1
-84,-87,-70,1
-82,-87,-70,1
-83,-86,-73,1
-85,-88,-72,1
-83,-88,-71,1
-85,-89,-73,1
-84,-87,-74,1
-84,-86,-70,1
-86,-85,-74,1
-85,-84,-76,1
-84,-84,-73,1
-86,-84,-74,1
-83,-84,-76,1
-84,-85,-77,1
-83,-84,-78,1
-85,-85,-77,1
-84,-86,-74,1
-85,-88,-75,1
-85,-84,-74,1
-85,-84,-70,1
-83,-87,-71,1
-85,-87,-71,1
-83,-84,-76,1
-83,-85,-72,1
-85,-84,-70,1
-83,-84,-75,1
-82,-84,-74,1
-85,-85,-72,1
-83,-84,-76,1
-85,-85,-71,1
-83,-88,-72,1
-85,-86,-72,1
-83,-86,-76,1
-64,-87,-69,1
-84,-91,-72,1
-84,-85,-70,1
-84,-89,-68,1
-85,-90,-73,1
-88,-87,-72,1
-86,-86,-72,1
-85,-84,-72,1
-87,-88,-75,1
-86,-86,-74,1
-85,-88,-71,1
-87,-86,-72,1
-86,-90,-71,1
-86,-87,-72,1
-86,-87,-70,1
-85,-89,-69,1
-87,-88,-73,1
-85,-89,-71,1
-86,-86,-71,1
-85,-87,-72,1
-86,-89,-70,1
-86,-88,-70,1
-84,-87,-73,1
-82,-89,-75,1
-85,-89,-73,1
-86,-89,-70,1
-87,-87,-71,1
-88,-88,-73,1
-87,-86,-69,1
-87,-87,-73,1
-86,-87,-74,1
-86,-89,-70,1
-87,-87,-69,1
-89,-90,-72,1
-85,-89,-70,1
-85,-88,-69,1
-85,-88,-69,1
-82,-86,-69,1
-85,-89,-68,1
-85,-91,-70,1
-86,-90,-73,1
-90,-89,-71,1
-88,-87,-73,1
-84,-90,-70,1
-89,-86,-72,1
-85,-87,-70,1
-88,-90,-67,1
-89,-88,-75,1
-84,-88,-70,1
-89,-89,-73,1
-91,-89,-73,1
-90,-89,-71,1
-88,-90,-74,1
-88,-83,-71,1
-89,-88,-71,1
-85,-86,-72,1
-87,-86,-70,1
-87,-87,-70,1
-85,-87,-72,1
-86,-91,-70,1
-84,-90,-73,1
-83,-86,-74,1
-83,-86,-72,1
-87,-89,-70,1
-86,-91,-69,1
-86,-88,-72,1
-84,-86,-70,1
-85,-89,-71,1
-82,-85,-72,1
-87,-87,-70,1
-83,-89,-73,1
-87,-89,-72,1
-85,-87,-70,1
-87,-89,-71,1
-84,-89,-69,1
-83,-89,-73,1
-84,-87,-67,1
-85,-89,-70,1
-83,-89,-69,1
-87,-88,-70,1
-83,-86,-72,1
-86,-85,-69,1
-84,-86,-76,1
-84,-88,-70,1
-84,-87,-70,1
-83,-88,-71,1
-84,-86,-73,1
-85,-90,-71,1
-89,-86,-73,1
-85,-86,-71,1
-83,-89,-70,1
-84,-87,-74,1
-84,-84,-74,1
-85,-89,-71,1
-85,-86,-73,1
-86,-88,-69,1
-85,-86,-68,1
-84,-88,-72,1
-84,-87,-72,1
-83,-85,-70,1
-83,-86,-72,1
-86,-88,-69,1
-85,-89,-71,1
-86,-86,-74,1
-83,-88,-71,1
-86,-85,-73,1
-82,-86,-72,1
-85,-87,-70,1
-83,-87,-70,1
-86,-85,-72,1
-85,-87,-68,1
-85,-88,-71,1
-84,-90,-68,1
-86,-89,-74,1
-87,-88,-70,1
-81,-87,-78,2
-80,-88,-76,2
-81,-86,-77,2
-79,-90,-78,2
-80,-89,-78,2
-80,-89,-75,2
-81,-89,-76,2
-80,-89,-75,2
-81,-90,-78,2
-80,-89,-77,2
-79,-90,-75,2
-79,-89,-79,2
-80,-89,-77,2
-81,-89,-76,2
-80,-90,-75,2
-80,-88,-74,2
-80,-90,-75,2
-79,-86,-75,2
-79,-91,-76,2
-79,-90,-76,2
-80,-91,-78,2
-79,-86,-76,2
-79,-88,-76,2
-80,-88,-75,2
-79,-86,-76,2
-80,-87,-74,2
-80,-90,-74,2
-80,-89,-75,2
-80,-88,-75,2
-79,-88,-78,2
-81,-88,-75,2
-81,-85,-78,2
-80,-86,-78,2
-80,-88,-76,2
-80,-86,-78,2
-80,-88,-74,2
-81,-87,-79,2
-80,-89,-78,2
-79,-87,-76,2
-79,-89,-76,2
-79,-90,-76,2
-78,-88,-76,2
-79,-89,-78,2
-80,-88,-77,2
-81,-89,-76,2
-81,-86,-75,2
-80,-86,-76,2
-80,-88,-74,2
-80,-87,-75,2
-80,-89,-75,2
-81,-89,-75,2
-80,-87,-78,2
-80,-89,-78,2
-81,-90,-76,2
-79,-89,-79,2
-79,-89,-78,2
-79,-86,-78,2
-81,-89,-76,2
-78,-90,-75,2
-79,-87,-76,2
-79,-87,-78,2
-78,-89,-77,2
-80,-90,-78,2
-79,-87,-78,2
-78,-87,-78,2
-80,-89,-75,2
-80,-89,-75,2
-81,-86,-76,2
-81,-87,-77,2
-80,-90,-79,2
-79,-88,-77,2
-79,-89,-77,2
-80,-87,-75,2
-79,-87,-76,2
-80,-88,-77,2
-80,-87,-79,2
-79,-90,-77,2
-80,-87,-79,2
-79,-90,-79,2
-80,-90,-75,2
-80,-88,-76,2
-80,-88,-77,2
-79,-90,-75,2
-79,-90,-77,2
-79,-90,-76,2
-80,-87,-75,2
-80,-90,-77,2
-79,-90,-79,2
-79,-90,-75,2
-79,-86,-76,2
-79,-87,-76,2
-80,-90,-79,2
-79,-88,-76,2
-79,-91,-77,2
-79,-90,-77,2
-79,-89,-77,2
-80,-90,-79,2
-79,-87,-79,2
-80,-90,-75,2
-80,-90,-74,2
-80,-90,-73,2
-82,-91,-74,2
-79,-87,-75,2
-79,-86,-75,2
-80,-88,-73,2
-80,-92,-75,2
-79,-89,-77,2
-79,-87,-77,2
-80,-86,-74,2
-79,-87,-73,2
-80,-88,-74,2
-80,-89,-74,2
-80,-89,-78,2
-79,-87,-74,2
-79,-88,-78,2
-79,-87,-75,2
-81,-87,-77,2
-79,-85,-78,2
-79,-86,-77,2
-80,-87,-74,2
-80,-87,-74,2
-80,-88,-75,2
-80,-86,-78,2
-79,-87,-74,2
-80,-87,-74,2
-79,-88,-73,2
-79,-88,-74,2
-79,-86,-73,2
-79,-86,-75,2
-79,-86,-75,2
-80,-88,-74,2
-80,-89,-75,2
-79,-87,-77,2
-79,-87,-75,2
-79,-86,-77,2
-80,-88,-77,2
-79,-87,-74,2
-79,-87,-75,2
-80,-87,-77,2
-80,-87,-77,2
-79,-87,-75,2
-79,-87,-74,2
-80,-86,-77,2
-79,-86,-76,2
-80,-86,-80,2
-80,-87,-72,2
-79,-85,-77,2
-80,-91,-77,2
-79,-88,-78,2
-79,-86,-76,2
-79,-86,-75,2
-80,-88,-75,2
-79,-89,-75,2
-79,-85,-77,2
-79,-86,-73,2
-80,-88,-77,2
-78,-87,-74,2
-79,-87,-78,2
-79,-87,-76,2
-80,-88,-74,2
-80,-89,-74,2
-80,-87,-74,2
-80,-88,-76,2
-80,-88,-74,2
-79,-89,-74,2
-79,-87,-75,2
-80,-88,-75,2
-80,-86,-74,2
-79,-89,-74,2
-79,-87,-75,2
-79,-86,-77,2
-79,-87,-75,2
-79,-89,-75,2
-79,-87,-74,2
-80,-90,-75,2
-80,-88,-77,2
-79,-86,-74,2
-80,-88,-77,2
-80,-87,-73,2
-79,-86,-77,2
-80,-88,-75,2
-80,-86,-75,2
-80,-85,-73,2
-79,-90,-74,2
-80,-87,-75,2
-79,-87,-75,2
-80,-87,-75,2
-80,-87,-76,2
-80,-89,-75,2
-80,-87,-75,2
-80,-87,-74,2
-79,-86,-77,2
-80,-88,-75,2
-79,-87,-75,2
-79,-88,-75,2
-80,-89,-75,2
-79,-88,-77,2
-79,-86,-74,2
-80,-86,-75,2
-80,-88,-74,2
-79,-86,-77,2
-80,-88,-77,2
-80,-89,-75,2
-79,-90,-75,2
-79,-86,-74,2
-80,-88,-74,2
-79,-88,-75,2
-80,-89,-73,2
-80,-89,-74,2
-79,-86,-73,2
-79,-87,-75,2
-79,-87,-75,2
-79,-87,-77,2
-79,-89,-76,2
-81,-89,-75,2
-79,-86,-77,2
-79,-89,-77,2
-79,-87,-75,2
-79,-85,-77,2
-79,-86,-74,2
-79,-88,-74,2
-80,-86,-74,2
-80,-86,-73,2
-80,-87,-77,2
-80,-87,-74,2
-79,-86,-74,2
-80,-86,-74,2
-79,-86,-73,2
-79,-87,-74,2
-79,-86,-77,2
-79,-86,-75,2
-80,-85,-77,2
-79,-86,-75,2
-79,-87,-75,2
-80,-87,-75,2
-80,-89,-77,2
-80,-86,-75,2
-79,-86,-78,2
-79,-87,-75,2
-79,-85,-77,2
-79,-85,-75,2
-79,-86,-75,2
-79,-88,-73,2
-79,-86,-74,2
-79,-86,-74,2
-79,-86,-77,2
-80,-86,-77,2
-79,-87,-77,2
-80,-85,-77,2
-79,-85,-75,2
-79,-85,-76,2
-80,-88,-75,2
-80,-89,-74,2
-79,-87,-77,2
-79,-86,-77,2
-79,-86,-76,2
-79,-88,-75,2
-79,-87,-75,2
-80,-88,-77,2
-78,-87,-73,2
-79,-87,-76,2
-79,-87,-75,2
-79,-86,-75,2
-80,-87,-75,2
-78,-86,-73,2
-79,-89,-73,2
-80,-88,-73,2
-79,-86,-74,2
-79,-87,-77,2
-79,-86,-73,2
-79,-85,-75,2
-79,-88,-75,2
-80,-87,-77,2
-79,-87,-76,2
-79,-87,-77,2
-80,-87,-73,2
-80,-89,-77,2
-79,-87,-75,2
-80,-86,-75,2
-80,-89,-73,2
-80,-90,-77,2
-81,-87,-75,2
-81,-88,-74,2
-81,-87,-77,2
-80,-88,-74,2
-79,-88,-73,2
-80,-87,-76,2
-80,-87,-75,2
-80,-89,-76,2
-80,-89,-78,2
-80,-89,-75,2
-80,-90,-78,2
-81,-89,-76,2
-80,-89,-73,2
-81,-90,-74,2
-81,-86,-78,2
-81,-89,-74,2
-79,-88,-78,2
-79,-90,-76,2
-81,-89,-74,2
-77,-90,-86,3
-78,-92,-85,3
-77,-92,-83,3
-76,-89,-83,3
-77,-88,-84,3
-69,-91,-78,3
-71,-86,-79,3
-67,-85,-80,3
-69,-84,-85,3
-69,-86,-84,3
-69,-84,-84,3
-69,-86,-85,3
-68,-85,-80,3
-70,-82,-80,3
-73,-88,-77,3
-69,-83,-77,3
-72,-83,-72,3
-69,-84,-86,3
-73,-86,-78,3
-83,-84,-78,3
-79,-88,-74,3
-72,-87,-74,3
-76,-82,-79,3
-76,-82,-80,3
-76,-84,-75,3
-68,-81,-77,3
-67,-84,-77,3
-67,-86,-84,3
-67,-88,-86,3
-68,-85,-85,3
-66,-83,-79,3
-66,-83,-79,3
-68,-82,-76,3
-67,-80,-75,3
-67,-84,-74,3
-67,-81,-76,3
-67,-81,-77,3
-66,-81,-76,3
-67,-84,-75,3
-67,-83,-78,3
-67,-82,-77,3
-69,-86,-82,3
-72,-85,-74,3
-67,-83,-76,3
-70,-89,-75,3
-77,-82,-77,3
-75,-85,-76,3
-72,-82,-81,3
-73,-85,-72,3
-75,-84,-76,3
-73,-82,-76,3
-69,-83,-75,3
-68,-84,-76,3
-70,-83,-73,3
-70,-85,-79,3
-73,-87,-75,3
-72,-86,-76,3
-72,-84,-76,3
-68,-82,-85,3
-73,-84,-73,3
-73,-84,-75,3
-66,-90,-74,3
-69,-82,-75,3
-73,-84,-83,3
-74,-85,-76,3
-75,-85,-79,3
-68,-84,-76,3
-74,-83,-75,3
-74,-85,-76,3
-75,-87,-74,3
-74,-86,-74,3
-74,-86,-74,3
-73,-86,-79,3
-75,-86,-80,3
-72,-89,-74,3
-72,-90,-80,3
-72,-87,-79,3
-73,-85,-77,3
-72,-83,-75,3
-73,-87,-74,3
-75,-91,-74,3
-75,-82,-75,3
-67,-85,-74,3
-72,-88,-80,3
-75,-88,-72,3
-76,-85,-77,3
-72,-82,-80,3
-73,-86,-76,3
-77,-88,-75,3
-73,-84,-76,3
-70,-84,-85,3
-71,-87,-73,3
-69,-85,-83,3
-73,-89,-76,3
-79,-84,-72,3
-79,-89,-77,3
-70,-88,-87,3
-70,-82,-71,3
-73,-82,-79,3
-68,-85,-81,3
-69,-85,-87,3
-68,-83,-76,3
-69,-82,-81,3
-67,-83,-76,3
-68,-82,-82,3
-68,-83,-76,3
-67,-82,-76,3
-68,-83,-78,3
-67,-82,-78,3
-67,-82,-78,3
-67,-82,-79,3
-68,-81,-74,3
-75,-82,-82,3
-86,-85,-76,3
-72,-87,-79,3
-72,-85,-81,3
-78,-82,-71,3
-73,-81,-76,3
-74,-88,-72,3
-73,-82,-72,3
-84,-83,-71,3
-69,-84,-89,3
-70,-82,-79,3
-82,-86,-80,3
-85,-90,-71,3
-79,-87,-81,3
-69,-89,-75,3
-74,-84,-84,3
-77,-86,-78,3
-68,-85,-86,3
-72,-86,-73,3
-79,-86,-73,3
-74,-82,-72,3
-73,-85,-73,3
-73,-85,-75,3
-74,-90,-78,3
-73,-87,-72,3
-74,-83,-72,3
-74,-85,-76,3
-68,-83,-73,3
-69,-87,-78,3
-75,-83,-70,3
-78,-83,-75,3
-71,-85,-77,3
-72,-84,-82,3
-83,-88,-77,3
-67,-84,-76,3
-81,-86,-75,3
-69,-86,-83,3
-72,-84,-75,3
-72,-84,-76,3
-72,-83,-78,3
-71,-84,-81,3
-74,-86,-77,3
-74,-90,-77,3
-72,-83,-79,3
-72,-83,-73,3
-69,-82,-81,3
-71,-83,-76,3
-69,-82,-74,3
-69,-86,-75,3
-69,-85,-80,3
-68,-85,-81,3
-75,-82,-75,3
-72,-85,-76,3
-71,-82,-77,3
-78,-83,-74,3
-79,-82,-75,3
-74,-83,-81,3
-74,-83,-70,3
-76,-88,-81,3
-66,-85,-77,3
-70,-82,-81,3
-67,-83,-86,3
-73,-85,-71,3
-67,-83,-75,3
-73,-82,-76,3
-74,-81,-79,3
-71,-82,-77,3
-68,-86,-83,3
-72,-88,-73,3
-74,-83,-75,3
-74,-85,-77,3
-66,-84,-78,3
-68,-84,-79,3
-69,-89,-79,3
-70,-88,-81,3
-66,-85,-81,3
-69,-82,-77,3
-72,-86,-79,3
-77,-86,-77,3
-74,-81,-75,3
-70,-86,-80,3
-66,-82,-81,3
-68,-85,-89,3
-66,-82,-82,3
-67,-83,-84,3
-67,-81,-87,3
-68,-81,-84,3
-66,-80,-89,3
-66,-82,-79,3
-67,-83,-79,3
-67,-83,-77,3
-67,-86,-82,3
-68,-84,-85,3
-68,-87,-78,3
-68,-87,-82,3
-68,-85,-81,3
-67,-84,-81,3
-68,-83,-76,3
-67,-84,-77,3
-67,-86,-79,3
-74,-88,-81,3
-69,-87,-79,3
-72,-83,-77,3
-72,-80,-77,3
-68,-82,-76,3
-69,-89,-83,3
-72,-84,-83,3
-67,-85,-83,3
-67,-83,-85,3
-68,-86,-84,3
-68,-83,-82,3
-67,-85,-85,3
-67,-87,-81,3
-68,-83,-78,3
-74,-81,-78,3
-71,-81,-82,3
-72,-88,-82,3
-68,-83,-86,3
-71,-88,-79,3
-74,-84,-72,3
-73,-89,-81,3
-66,-82,-83,3
-75,-84,-80,3
-67,-88,-79,3
-67,-83,-79,3
-68,-81,-77,3
-70,-82,-72,3
-72,-87,-86,3
-68,-81,-77,3
-67,-82,-77,3
-67,-87,-82,3
-68,-83,-79,3
-69,-83,-74,3
-69,-80,-83,3
-73,-89,-81,3
-71,-86,-74,3
-72,-88,-77,3
-72,-89,-78,3
-72,-88,-82,3
-72,-83,-81,3
-72,-82,-80,3
-76,-84,-77,3
-68,-90,-71,3
-71,-84,-76,3
-73,-83,-70,3
-70,-82,-84,3
-71,-85,-76,3
-70,-83,-76,3
-67,-81,-85,3
-67,-81,-77,3
-68,-81,-79,3
-67,-84,-74,3
-67,-81,-77,3
-67,-81,-77,3
-69,-84,-77,3
-71,-83,-75,3
-68,-83,-78,3
-68,-86,-91,3
-68,-87,-86,3
-69,-88,-86,3
-68,-85,-88,3
-66,-82,-80,3
-68,-86,-82,3
-68,-89,-85,3
-70,-87,-83,3
-69,-90,-87,3
-69,-85,-86,3
-67,-84,-81,3
-74,-85,-75,3
-83,-88,-77,3
-69,-86,-79,3
-70,-86,-73,3
-71,-84,-74,3
-67,-83,-76,3
-69,-82,-87,3
-69,-81,-77,3
-68,-81,-77,3
-68,-82,-78,3
-69,-81,-77,3
-68,-83,-81,3
-68,-83,-79,3
-69,-81,-77,3
-69,-82,-77,3
-69,-84,-78,3
-69,-82,-78,3
-69,-80,-79,3
-68,-82,-78,3
-69,-83,-76,3
-83,-91,-75,4
-82,-83,-78,4
-89,-86,-75,4
-84,-83,-70,4
-85,-85,-71,4
-84,-87,-77,4
