1,-59,2,-77,4,-80,3,-78
1,-59,2,-77,4,-80,3,-78
1,-59,2,-77,4,-80,3,-78
1,-59,2,-77,4,-80,3,-78
1,-59,2,-77,4,-80,3,-78
1,-59,2,-77,4,-80,3,-77
1,-58,2,-77,4,-80,3,-77
1,-57,2,-78,4,-80,3,-77
1,-57,2,-78,4,-80,3,-78
1,-57,2,-78,4,-80,3,-78
1,-57,2,-78,4,-79,3,-78
1,-57,2,-78,4,-79,3,-78
1,-58,2,-78,4,-79,3,-80
1,-58,2,-78,4,-79,3,-80
1,-57,2,-78,4,-79,3,-80
1,-57,2,-79,4,-79,3,-79
1,-57,2,-79,4,-79,3,-79
1,-57,2,-78,4,-79,3,-79
1,-56,2,-78,4,-79,3,-79
1,-56,2,-79,4,-79,3,-80
1,-56,2,-78,4,-79,3,-80
1,-57,2,-78,4,-79,3,-80
1,-59,2,-78,4,-79,3,-81
1,-60,2,-78,4,-79,3,-82
1,-58,2,-78,4,-79,3,-84
1,-57,2,-78,4,-79,3,-84
1,-56,2,-78,4,-79,3,-86
1,-55,2,-78,4,-79,3,-86
1,-54,2,-78,4,-79,3,-85
1,-53,2,-80,4,-79,3,-83
1,-53,2,-81,4,-79,3,-82
1,-53,2,-83,4,-79,3,-82
1,-53,2,-83,4,-79,3,-82
1,-52,2,-85,4,-79,3,-82
1,-52,2,-85,4,-80,3,-83
1,-52,2,-86,4,-80,3,-83
1,-52,2,-87,4,-80,3,-82
1,-51,2,-88,4,-81,3,-81
1,-51,2,-89,4,-82,3,-81
1,-51,2,-89,4,-83,3,-81
1,-51,2,-87,4,-83,3,-82
1,-51,2,-86,4,-83,3,-83
1,-51,2,-84,4,-82,3,-83
1,-51,2,-83,4,-82,3,-83
1,-51,2,-82,4,-81,3,-83
1,-53,2,-81,4,-80,3,-83
1,-53,2,-79,4,-80,3,-81
1,-54,2,-79,4,-79,3,-81
1,-54,2,-79,4,-79,3,-81
1,-55,2,-79,4,-79,3,-81
1,-61,2,-76,4,-84,3,-82
1,-61,2,-76,4,-81,3,-83
1,-59,2,-75,4,-80,3,-84
1,-59,2,-75,4,-82,3,-84
1,-61,2,-75,4,-85,3,-82
1,-60,2,-74,4,-85,3,-81
1,-60,2,-75,4,-83,3,-82
1,-60,2,-75,4,-80,3,-81
1,-60,2,-75,4,-79,3,-81
1,-60,2,-76,4,-78,3,-81
1,-59,2,-76,4,-77,3,-81
1,-59,2,-75,4,-77,3,-83
1,-60,2,-75,4,-77,3,-83
1,-61,2,-75,4,-78,3,-81
1,-61,2,-75,4,-77,3,-81
1,-61,2,-75,4,-77,3,-81
1,-60,2,-75,4,-77,3,-83
1,-60,2,-75,4,-77,3,-83
1,-59,2,-74,4,-76,3,-85
1,-58,2,-74,4,-76,3,-85
1,-58,2,-75,4,-76,3,-83
1,-59,2,-75,4,-78,3,-83
1,-58,2,-75,4,-78,3,-83
1,-58,2,-75,4,-79,3,-82
1,-59,2,-75,4,-81,3,-82
1,-58,2,-75,4,-81,3,-84
1,-59,2,-77,4,-82,3,-85
1,-58,2,-77,4,-82,3,-84
1,-58,2,-77,4,-82,3,-84
1,-58,2,-76,4,-82,3,-84
1,-58,2,-76,4,-83,3,-84
1,-59,2,-75,4,-82,3,-83
1,-58,2,-75,4,-80,3,-82
